date,first_name,last_name,email,category,price,product_name,creditcard_num,creditcard_type,currency,address,address_line_2,postcode
2025-07-24,Penelope,Lee,penelope.lee622@optusnet.com.au,Activewear,64.94,Running Shorts,2573-4624-2852-4353,Visa,AUD,"280 King Drive, Elwood VIC 3184",,3184
2025-07-24,James,Lopez,james_lopez354@outlook.com,Shorts,22.4,Swim Shorts,5021-8159-1735-2748,Visa,AUD,"399 Ann Avenue, Braddon ACT 2612",,2612
2025-07-24,Hannah,Nelson,hannahnelson998@optusnet.com.au,Activewear,37.96,Gym Tank Top,4118-7530-5675-3913,Visa,AUD,"139 Central Crescent, Weston Creek ACT 2611",,2611
2025-07-24,Zoey,Garcia,zoey_garcia272@bigpond.com,Jackets & Coats,226.86,Puffer Jacket,7116-2723-5498-2381,eftpos,AUD,"277 Albert Grove, Battery Point TAS 7004",,7004
2025-07-24,Thomas,Williams,thomas_williams152@yahoo.com.au,Hoodies & Sweatshirts,49.58,Graphic Hoodie,5404-0676-2039-0240,eftpos,AUD,"464 Lower Boulevard, Harristown QLD 4350",,4350
2025-07-24,Logan,Cook,logancook414@icloud.com,Jackets & Coats,224.4,Fleece Jacket,7955-2130-1932-6961,Visa,AUD,"170 Henry Way, Belmont VIC 3216",,3216
2025-07-24,Jack,Brown,jackbrown809@outlook.com,Swimwear,54.66,One-Piece Swimsuit,5679-7012-3670-0201,Maestro,AUD,"393 Bourke Road, Palmerston NT 830",,830
2025-07-25,Aria,Mitchell,aria_mitchell61@hotmail.com,Shorts,84.91,Athletic Shorts,6410-2612-6865-6406,Mastercard,AUD,"128 Main Road, Williamstown VIC 3016",Suite 9,3016
2025-07-25,Scarlett,Clark,scarlett.clark645@bigpond.com,Pants,82.02,Cargo Pants,8315-7501-0586-7231,Maestro,AUD,"183 Ann Drive, Marrickville NSW 2204",,2204
2025-07-25,Nathan,Taylor,nathan.taylor853@bigpond.com,Underwear & Socks,25.63,No-Show Socks,3355-3050-8027-9683,eftpos,AUD,"400 Forest Avenue, Lakemba NSW 2195",Unit 1,2195
2025-07-25,Nathan,Murphy,nathan.murphy320@bigpond.com,Jackets & Coats,270.81,Denim Jacket,2023-3618-0657-7014,American Express,AUD,"6 York Lane, Mascot NSW 2020",Apt 7,2020
2025-07-25,Ella,Smith,ellasmith866@hotmail.com,Dresses,54.22,Wrap Dress,0585-6128-6862-9214,eftpos,AUD,"113 High Court, Brighton VIC 3186",,3186
2025-07-25,Charlotte,Hill,charlotte.hill770@icloud.com,Activewear,48.55,Sports Bra,7154-9756-8256-8023,Maestro,AUD,"219 Boundary Close, Enmore NSW 2042",,2042
2025-07-25,Owen,Anderson,owen.anderson985@icloud.com,Underwear & Socks,6.78,Ankle Socks 5-Pack,4542-5776-7294-8480,Visa,AUD,"425 Garden Court, Camberwell VIC 3124",,3124
2025-07-25,Cameron,Ramirez,cameron_ramirez744@outlook.com,Activewear,89.91,Compression Tights,8548-7114-0461-5166,American Express,AUD,"129 Charles Drive, Nedlands WA 6009",Unit 26,6009
2025-07-25,Riley,Murphy,rileymurphy343@hotmail.com,Accessories,77.56,Scarf,9709-4601-4002-7991,American Express,AUD,"252 North Street, South Brisbane QLD 4101",,4101
2025-07-25,Connor,Martin,connormartin664@hotmail.com,Jackets & Coats,302.12,Puffer Jacket,1842-3918-7106-0363,Mastercard,AUD,"202 Central Street, Devonport TAS 7310",Apt 38,7310
2025-07-25,Thomas,Lewis,thomaslewis154@icloud.com,Shirts,187.45,Chambray Shirt,7480-5070-7453-0896,eftpos,AUD,"105 Railway Court, Carlton VIC 3053",,3053
2025-07-25,Charlotte,Carter,charlottecarter322@icloud.com,Skirts,151.98,Mini Skirt,7086-7509-9630-4220,Maestro,AUD,"339 Lower Close, Hobart TAS 7000",,7000
2025-07-25,Thomas,Jackson,thomas.jackson619@outlook.com,Skirts,81.06,Maxi Skirt,8626-0150-9386-7093,American Express,AUD,"124 George Terrace, Wanneroo WA 6065",,6065
2025-07-25,Sophie,Carter,sophie_carter365@bigpond.com,Hoodies & Sweatshirts,68.7,Oversized Hoodie,9670-4180-7740-6624,Maestro,AUD,"313 Bourke Close, Nerang QLD 4211",,4211
2025-07-25,Zoey,Mitchell,zoeymitchell514@icloud.com,Pants,117.78,Chinos,6223-8040-1434-3747,eftpos,AUD,"448 Boundary Court, Kingswood NSW 2747",,2747
2025-07-25,Ryan,Baker,ryan.baker456@gmail.com,Activewear,70.21,Sports Bra,4266-0854-1864-2841,Visa,AUD,"259 Forest Lane, White Gum Valley WA 6162",Suite 58,6162
2025-07-25,Sophie,Ramirez,sophie.ramirez902@optusnet.com.au,Swimwear,83.89,Board Shorts,6901-3565-1135-4512,American Express,AUD,"162 Bridge Parade, Christies Beach SA 5165",,5165
2025-07-25,Thomas,Smith,thomas_smith395@yahoo.com.au,Dresses,55.65,Floral Midi Dress,6229-9816-6176-3671,Mastercard,AUD,"233 Hunter Parade, Leichhardt NSW 2040",,2040
2025-07-25,Ava,Harris,ava.harris519@yahoo.com.au,Skirts,115.06,Maxi Skirt,1771-7658-3059-2810,eftpos,AUD,"238 River Avenue, Christies Beach SA 5165",Unit 38,5165
2025-07-25,Nathan,Turner,nathan.turner369@gmail.com,Accessories,45.28,Belt,7488-9171-5647-5821,American Express,AUD,"25 Railway Crescent, Charlestown NSW 2290",Level 8,2290
2025-07-26,Nathan,Hernandez,nathanhernandez159@yahoo.com.au,Jackets & Coats,286.3,Denim Jacket,9084-1072-5543-4034,Visa,AUD,"73 River Parade, Smithfield QLD 4878",,4878
2025-07-26,Ryan,Carter,ryancarter688@hotmail.com,Jackets & Coats,247.89,Trench Coat,1222-1582-8877-9034,Mastercard,AUD,"144 Victoria Terrace, Thirroul NSW 2515",,2515
2025-07-26,Cameron,Martin,cameron_martin208@optusnet.com.au,Skirts,66.25,Denim Skirt,0581-4224-5444-0743,Visa,AUD,"181 Upper Boulevard, Brunswick VIC 3056",,3056
2025-07-26,Aurora,Jones,aurora_jones925@gmail.com,Dresses,45.46,Floral Midi Dress,0297-8987-8503-6175,Visa,AUD,"407 Garden Way, Ocean Grove VIC 3226",,3226
2025-07-26,Aaron,Nelson,aaron_nelson218@gmail.com,Activewear,25.12,Running Shorts,5757-6809-4200-6784,eftpos,AUD,"68 Phillip Place, Burnside SA 5066",,5066
2025-07-26,Violet,Lee,violet.lee560@gmail.com,Shirts,194.68,Linen Shirt,8483-6052-4529-6554,Mastercard,AUD,"78 Church Avenue, Wanneroo WA 6065",Unit 25,6065
2025-07-26,Riley,Garcia,rileygarcia284@icloud.com,Skirts,54.55,Mini Skirt,3801-5836-6631-1509,eftpos,AUD,"353 Ann Place, Robina QLD 4226",,4226
2025-07-26,Grace,Phillips,grace.phillips338@outlook.com,Swimwear,144.11,One-Piece Swimsuit,9676-5255-3421-3916,Maestro,AUD,"198 George Close, Bunbury WA 6230",Level 49,6230
2025-07-26,Riley,Harris,riley_harris430@bigpond.com,Pants,66.04,Linen Pants,8291-3471-2967-5945,American Express,AUD,"307 Sussex Street, Kingsford NSW 2032",Apt 56,2032
2025-07-26,Evelyn,Scott,evelyn.scott82@hotmail.com,Underwear & Socks,4.68,Ankle Socks 5-Pack,6015-9634-4766-2975,eftpos,AUD,"462 King Road, Thuringowa QLD 4817",,4817
2025-07-26,Ryan,White,ryan_white701@bigpond.com,Shorts,44.39,Swim Shorts,9782-1417-5468-2108,American Express,AUD,"315 Hill Avenue, Weston Creek ACT 2611",,2611
2025-07-26,Mia,Williams,miawilliams482@hotmail.com,Swimwear,111.13,Rash Guard,1632-1995-7980-3136,Maestro,AUD,"405 East Place, Rockdale NSW 2216",,2216
2025-07-26,Penelope,Nelson,penelopenelson126@outlook.com,Shirts,86.84,Linen Shirt,2829-3410-0095-0775,Maestro,AUD,"95 Garden Avenue, Newcastle NSW 2300",Level 6,2300
2025-07-26,Aria,Carter,aria.carter745@bigpond.com,Pants,90.35,Straight Jeans,5488-3754-5489-3513,Maestro,AUD,"369 Garden Road, Merewether NSW 2291",Level 27,2291
2025-07-26,Jackson,Perez,jacksonperez617@yahoo.com.au,Underwear & Socks,13.49,Boxer Briefs 3-Pack,8785-0197-5299-5476,Maestro,AUD,"180 High Place, Randwick NSW 2031",,2031
2025-07-26,Mason,Adams,mason.adams176@bigpond.com,Accessories,20.7,Belt,5026-3693-0551-2511,eftpos,AUD,"387 Edward Street, Merrylands NSW 2160",,2160
2025-07-26,Grace,Murphy,gracemurphy570@gmail.com,Skirts,134.09,Maxi Skirt,3308-8782-9116-6041,Mastercard,AUD,"396 Phillip Way, Inglewood WA 6052",,6052
2025-07-26,Caleb,Rodriguez,caleb.rodriguez451@outlook.com,Pants,73.83,Skinny Jeans,2559-3555-4661-9948,Visa,AUD,"187 King Terrace, Preston VIC 3072",,3072
2025-07-26,Benjamin,Jones,benjamin_jones932@yahoo.com.au,Shorts,63.41,Denim Shorts,3135-6226-4649-9917,Maestro,AUD,"285 Pacific Terrace, Merewether NSW 2291",,2291
2025-07-26,Jack,Thompson,jackthompson350@bigpond.com,Swimwear,174.39,One-Piece Swimsuit,7841-9586-2147-1017,eftpos,AUD,"319 Great Close, Moonah TAS 7009",,7009
2025-07-26,Dylan,Martinez,dylanmartinez637@hotmail.com,Activewear,93.18,Compression Tights,1634-6936-3397-5184,American Express,AUD,"246 Kent Court, Stirling WA 6021",,6021
2025-07-26,Amelia,Wilson,amelia_wilson393@hotmail.com,Underwear & Socks,13.91,Boxer Briefs 3-Pack,6954-7262-9108-2228,Mastercard,AUD,"203 Victoria Crescent, Five Dock NSW 2046",,2046
2025-07-26,Owen,Gonzalez,owengonzalez335@bigpond.com,Shirts,146.65,Chambray Shirt,1986-7748-0249-5950,eftpos,AUD,"440 Lake Street, Karrinyup WA 6018",,6018
2025-07-26,Scarlett,Young,scarlettyoung169@bigpond.com,Activewear,20.59,Running Shorts,2387-6874-3214-5970,eftpos,AUD,"28 Albert Parade, Cottesloe WA 6011",Level 20,6011
2025-07-26,Connor,Hall,connor.hall373@icloud.com,Hoodies & Sweatshirts,53.82,Graphic Hoodie,3325-5400-6774-2455,Visa,AUD,"171 Garden Avenue, Parkside SA 5063",Apt 5,5063
2025-07-26,Sophie,Hernandez,sophie.hernandez66@yahoo.com.au,Accessories,32.81,Sunglasses,0321-4825-0519-7139,American Express,AUD,"407 Great Boulevard, Cairns QLD 4870",Apt 53,4870
2025-07-26,Lucas,Nelson,lucas.nelson904@yahoo.com.au,Swimwear,55.39,Rash Guard,7975-5927-9860-5165,eftpos,AUD,"15 Henry Grove, Merrylands NSW 2160",,2160
2025-07-26,Charlotte,Allen,charlotte_allen980@hotmail.com,Accessories,34.11,Scarf,4462-1590-4292-6165,eftpos,AUD,"93 Lake Boulevard, Harristown QLD 4350",,4350
2025-07-26,Aiden,Walker,aiden.walker207@bigpond.com,Hoodies & Sweatshirts,137.07,Zip-Up Hoodie,1963-1990-7896-8751,Mastercard,AUD,"315 Pacific Street, White Gum Valley WA 6162",Unit 2,6162
2025-07-26,Layla,Thompson,layla.thompson874@yahoo.com.au,Skirts,137.16,Pleated Skirt,1545-5422-2756-3555,Maestro,AUD,"92 Bourke Terrace, Geelong VIC 3220",,3220
2025-07-27,James,Hernandez,jameshernandez523@bigpond.com,Dresses,203.4,Floral Midi Dress,3919-0004-2579-1422,American Express,AUD,"400 East Court, Fortitude Valley QLD 4006",,4006
2025-07-27,Isabella,Williams,isabellawilliams245@gmail.com,Hoodies & Sweatshirts,126.15,Graphic Hoodie,7524-9345-9562-0399,Mastercard,AUD,"238 Upper Avenue, South Bunbury WA 6230",,6230
2025-07-27,Grace,Scott,grace_scott841@gmail.com,Swimwear,41.8,Rash Guard,8476-1743-7617-1353,eftpos,AUD,"352 Great Road, Noosa Heads QLD 4567",,4567
2025-07-27,William,Evans,william_evans22@icloud.com,Underwear & Socks,24.2,No-Show Socks,3366-6110-2367-1267,Maestro,AUD,"87 Lower Place, Northbridge WA 6003",Suite 23,6003
2025-07-27,Ethan,Williams,ethanwilliams544@gmail.com,Shirts,78.84,Oxford Shirt,0124-3634-4676-0530,Mastercard,AUD,"31 Charles Street, Ocean Grove VIC 3226",,3226
2025-07-27,Emma,Scott,emma.scott188@outlook.com,Swimwear,175.62,One-Piece Swimsuit,7173-4194-8585-3964,American Express,AUD,"447 Henry Place, Mudgeeraba QLD 4213",,4213
2025-07-27,Emma,Lee,emma.lee93@icloud.com,Hoodies & Sweatshirts,140.57,Oversized Hoodie,6378-5699-5740-8673,Maestro,AUD,"146 Garden Lane, Glen Waverley VIC 3150",,3150
2025-07-27,Evelyn,Cook,evelyn_cook697@bigpond.com,Jackets & Coats,168.57,Fleece Jacket,2017-9382-1309-8596,eftpos,AUD,"204 Central Way, Gillen NT 870",,870
2025-07-27,Chloe,Anderson,chloe.anderson642@bigpond.com,Hoodies & Sweatshirts,31.04,Pullover Sweatshirt,6864-5805-7912-3736,Visa,AUD,"213 Edward Close, Salisbury SA 5108",,5108
2025-07-27,Zoey,Hill,zoey_hill423@outlook.com,Activewear,102.25,Sports Bra,2213-0129-8907-3810,American Express,AUD,"263 Boundary Road, Ashgrove QLD 4060",Apt 48,4060
2025-07-27,Zoe,Lewis,zoe_lewis728@yahoo.com.au,Activewear,148.57,Compression Tights,6490-5399-7975-3409,Maestro,AUD,"151 Upper Close, Morphett Vale SA 5162",,5162
2025-07-27,Logan,Scott,logan.scott591@hotmail.com,Accessories,40.9,Belt,4384-4695-7623-6407,Maestro,AUD,"441 Pitt Street, Hobart TAS 7000",Apt 22,7000
2025-07-27,Liam,Carter,liamcarter365@optusnet.com.au,Skirts,138.24,Denim Skirt,3471-1132-5794-3987,Mastercard,AUD,"83 George Road, Seaford VIC 3198",Level 57,3198
2025-07-27,Ella,Lewis,ella_lewis784@bigpond.com,Shirts,73.39,Chambray Shirt,3922-5262-5759-4304,American Express,AUD,"380 Mary Avenue, Melville WA 6156",Suite 30,6156
2025-07-27,Amelia,Brown,amelia_brown123@yahoo.com.au,Pants,67.22,Cargo Pants,4733-3930-8971-8078,Visa,AUD,"456 Garden Drive, Glenmore Park NSW 2745",Suite 36,2745
2025-07-27,Lily,Turner,lily.turner29@yahoo.com.au,Shorts,38.87,Swim Shorts,7959-4386-3921-4630,Mastercard,AUD,"474 Railway Road, Meadowbank NSW 2114",,2114
2025-07-27,Emma,Carter,emma_carter903@hotmail.com,Shorts,75.42,Athletic Shorts,1381-1805-0212-7639,Maestro,AUD,"223 Main Court, Clayfield QLD 4011",,4011
2025-07-27,Oliver,Miller,oliver_miller88@hotmail.com,Skirts,125.58,Maxi Skirt,6172-1954-2117-6123,Mastercard,AUD,"393 Station Terrace, Glenmore Park NSW 2745",,2745
2025-07-27,Scarlett,Phillips,scarlettphillips213@bigpond.com,Pants,39.24,Straight Jeans,2758-7907-9909-6514,Mastercard,AUD,"174 North Lane, Gungahlin ACT 2912",,2912
2025-07-27,Sophie,Gonzalez,sophie_gonzalez477@gmail.com,Swimwear,90.97,Board Shorts,1655-7111-2108-9912,American Express,AUD,"240 Lower Avenue, Burnside SA 5066",,5066
2025-07-27,Cameron,Nelson,cameron.nelson44@optusnet.com.au,Shorts,49.85,Swim Shorts,6027-4796-2444-1433,Visa,AUD,"183 Bourke Boulevard, Hamilton NSW 2303",,2303
2025-07-27,Evelyn,Lee,evelyn_lee724@gmail.com,Swimwear,21.89,Board Shorts,9330-9115-2235-2692,Visa,AUD,"280 Old Drive, Wollongong NSW 2500",Unit 1,2500
2025-07-27,Ava,Martin,avamartin349@outlook.com,Pants,127.03,Cargo Pants,7634-0295-0621-6150,eftpos,AUD,"177 Albert Crescent, Dandenong VIC 3175",Unit 12,3175
2025-07-27,Sophie,Perez,sophieperez299@yahoo.com.au,Shirts,155.67,Casual Slim Shirt,5406-6675-1626-0532,Mastercard,AUD,"193 York Road, Mordialloc VIC 3195",,3195
2025-07-27,Aria,Hall,ariahall226@outlook.com,Pants,155.94,Straight Jeans,7722-6172-8247-4089,Visa,AUD,"157 Albert Avenue, Kingston TAS 7050",,7050
2025-07-27,Owen,Perez,owen.perez900@optusnet.com.au,Pants,60.48,Cargo Pants,1155-8022-8991-3254,Mastercard,AUD,"169 Main Boulevard, Pyrmont NSW 2009",,2009
2025-07-27,Aiden,Phillips,aidenphillips830@yahoo.com.au,Activewear,38.34,Sports Bra,1912-0622-3164-6029,Mastercard,AUD,"179 High Road, Kangaroo Point QLD 4169",Unit 2,4169
2025-07-27,Sophie,Baker,sophie_baker212@hotmail.com,Shirts,197.9,Chambray Shirt,2268-6246-6987-0593,Visa,AUD,"99 Pitt Lane, Hobart TAS 7000",,7000
2025-07-27,Nathan,Rogers,nathan_rogers727@icloud.com,Pants,169.6,Linen Pants,8021-8492-4924-9282,American Express,AUD,"284 King Boulevard, Burnside SA 5066",,5066
2025-07-27,Lily,Anderson,lilyanderson437@hotmail.com,Shirts,189.95,Linen Shirt,0726-3408-7117-9665,Mastercard,AUD,"88 Old Avenue, Burleigh Heads QLD 4220",Level 54,4220
2025-07-27,Zoe,Robinson,zoe_robinson449@gmail.com,Dresses,230.78,Wrap Dress,1864-3734-3557-8167,American Express,AUD,"75 William Terrace, Oakleigh VIC 3166",Apt 12,3166
2025-07-27,Lily,Nelson,lilynelson322@outlook.com,Hoodies & Sweatshirts,135.76,Zip-Up Hoodie,6275-2661-0387-6847,eftpos,AUD,"433 Mary Way, Moonee Ponds VIC 3039",,3039
2025-07-28,Thomas,Green,thomasgreen852@yahoo.com.au,Shirts,74.87,Linen Shirt,3321-2230-9579-1785,Visa,AUD,"55 Mary Crescent, Fitzroy VIC 3065",,3065
2025-07-28,Penelope,Adams,penelopeadams515@hotmail.com,Dresses,98.91,Floral Midi Dress,6574-0628-4486-3148,Mastercard,AUD,"219 William Terrace, Thirroul NSW 2515",Unit 25,2515
2025-07-28,Nora,Hall,norahall731@outlook.com,Activewear,128.48,Sports Bra,7407-5076-8821-4991,Mastercard,AUD,"120 Sussex Lane, Coolangatta QLD 4225",,4225
2025-07-28,Layla,Martin,layla_martin21@optusnet.com.au,Jackets & Coats,117.18,Trench Coat,1939-4028-9471-5974,Maestro,AUD,"46 Market Street, Wollongong NSW 2500",,2500
2025-07-28,Penelope,Martinez,penelope_martinez214@outlook.com,Dresses,64.39,Mini Sundress,8650-4691-4826-7840,American Express,AUD,"217 Great Lane, Newtown VIC 3220",,3220
2025-07-28,Lucas,Williams,lucas_williams493@hotmail.com,Activewear,62.1,Compression Tights,4221-7587-9155-3180,Visa,AUD,"390 Collins Terrace, Elwood VIC 3184",,3184
2025-07-28,Charlotte,Cook,charlotte.cook131@bigpond.com,Hoodies & Sweatshirts,71.72,Graphic Hoodie,4503-6122-1109-5426,Visa,AUD,"298 York Parade, Melville WA 6156",Apt 31,6156
2025-07-28,Aria,Anderson,aria.anderson475@hotmail.com,Activewear,74.47,Running Shorts,7101-0384-1620-5151,Visa,AUD,"54 Hill Boulevard, Flora Hill VIC 3550",Apt 36,3550
2025-07-28,Caleb,Jackson,caleb.jackson312@icloud.com,Jackets & Coats,273.26,Trench Coat,7399-3199-9995-7809,Visa,AUD,"295 Cambridge Place, Footscray VIC 3011",Level 23,3011
2025-07-28,Oliver,Brown,oliver_brown9@outlook.com,Swimwear,32.56,Rash Guard,4795-2272-6338-5928,eftpos,AUD,"279 Bridge Street, Moonah TAS 7009",,7009
2025-07-28,Lily,Davis,lilydavis876@gmail.com,Shirts,190.83,Oxford Shirt,7588-0738-4124-2360,Maestro,AUD,"115 Boundary Crescent, Toowoomba QLD 4350",,4350
2025-07-28,Grace,Perez,grace_perez673@yahoo.com.au,Accessories,22.52,Belt,2129-2719-5610-8858,eftpos,AUD,"266 Charles Terrace, Kangaroo Flat VIC 3555",,3555
2025-07-28,Oliver,Evans,oliver_evans537@optusnet.com.au,Shorts,13.96,Swim Shorts,5825-2066-0869-7439,eftpos,AUD,"150 Swanston Place, Whyalla SA 5600",Suite 49,5600
2025-07-28,Nora,Garcia,noragarcia352@bigpond.com,Jackets & Coats,330.91,Denim Jacket,1863-9305-7214-9651,Visa,AUD,"369 Charles Boulevard, Camberwell VIC 3124",Unit 45,3124
2025-07-28,Dylan,Cox,dylancox881@hotmail.com,Shirts,51.45,Linen Shirt,6587-8110-7766-5280,American Express,AUD,"203 East Way, Mascot NSW 2020",,2020
2025-07-28,Amelia,Young,amelia_young31@bigpond.com,Accessories,85.45,Sunglasses,8984-7532-0335-0274,Mastercard,AUD,"202 Ann Court, Christies Beach SA 5165",,5165
2025-07-28,Ella,Wright,ellawright266@gmail.com,Activewear,134.31,Compression Tights,7990-6679-9006-4778,eftpos,AUD,"292 Hill Boulevard, Neutral Bay NSW 2089",Apt 28,2089
2025-07-28,Mia,Turner,miaturner533@bigpond.com,Shorts,44.0,Denim Shorts,3830-4107-5312-4288,Mastercard,AUD,"84 Upper Place, Midland WA 6056",,6056
2025-07-28,Sophie,Perez,sophie_perez320@hotmail.com,Pants,157.82,Straight Jeans,4865-7670-1596-3275,Visa,AUD,"144 Hill Terrace, Doncaster VIC 3108",Level 16,3108
2025-07-28,Grace,Anderson,graceanderson212@optusnet.com.au,Swimwear,119.28,Board Shorts,7093-7421-2134-0565,eftpos,AUD,"242 William Crescent, Mascot NSW 2020",,2020
2025-07-28,Ryan,Walker,ryan_walker442@outlook.com,Activewear,36.31,Gym Tank Top,3731-5478-0329-8155,Mastercard,AUD,"172 New Crescent, Surfers Paradise QLD 4217",,4217
2025-07-28,Sebastian,White,sebastianwhite611@bigpond.com,Hoodies & Sweatshirts,139.69,Zip-Up Hoodie,3853-1084-6853-0100,eftpos,AUD,"155 King Drive, Woden ACT 2606",Level 23,2606
2025-07-28,Ella,Davis,elladavis316@yahoo.com.au,Dresses,129.51,Mini Sundress,2499-6909-1923-3533,Mastercard,AUD,"341 Main Grove, Chatswood NSW 2067",,2067
2025-07-28,Ethan,Young,ethan_young135@outlook.com,Skirts,36.3,Denim Skirt,5695-9756-0689-9481,Maestro,AUD,"388 Ann Avenue, Chelsea VIC 3196",Apt 4,3196
2025-07-28,Benjamin,Wright,benjaminwright782@outlook.com,Underwear & Socks,7.27,No-Show Socks,1921-1097-5560-2591,American Express,AUD,"247 North Boulevard, Five Dock NSW 2046",Level 58,2046
2025-07-28,Cameron,Hernandez,cameron.hernandez125@outlook.com,Activewear,68.8,Gym Tank Top,9328-8403-5331-0639,Visa,AUD,"314 Central Lane, Casula NSW 2170",,2170
2025-07-29,Aaron,Martinez,aaronmartinez391@yahoo.com.au,Pants,112.79,Straight Jeans,9198-5374-9995-3626,Maestro,AUD,"326 Railway Way, Macquarie Park NSW 2113",,2113
2025-07-29,Ava,Davis,ava_davis288@yahoo.com.au,Pants,55.97,Linen Pants,2947-9012-0440-7563,Maestro,AUD,"225 Garden Parade, Clayton VIC 3168",,3168
2025-07-29,Jayden,Perez,jayden_perez258@gmail.com,Dresses,210.1,Mini Sundress,5395-9573-6388-3865,American Express,AUD,"112 Henry Road, Willetton WA 6155",Suite 29,6155
2025-07-29,William,Taylor,william.taylor400@yahoo.com.au,Activewear,33.48,Gym Tank Top,4033-4230-6927-9347,Maestro,AUD,"105 Hunter Way, Hamilton QLD 4007",,4007
2025-07-29,Zoey,Lewis,zoeylewis624@gmail.com,Underwear & Socks,32.64,Sports Underwear,2077-4594-2437-4817,American Express,AUD,"194 Central Grove, Surry Hills NSW 2010",Apt 18,2010
2025-07-29,Evelyn,Nelson,evelynnelson292@bigpond.com,Underwear & Socks,20.17,No-Show Socks,7104-7040-7372-9650,Maestro,AUD,"313 Kent Close, West Hobart TAS 7000",,7000
2025-07-29,Aiden,Baker,aiden_baker523@yahoo.com.au,Swimwear,34.16,Board Shorts,3799-3260-6030-8933,Maestro,AUD,"388 Bourke Parade, Chelsea VIC 3196",Unit 1,3196
2025-07-29,Layla,Rogers,layla_rogers553@icloud.com,Skirts,60.81,Pleated Skirt,8143-3325-1249-4122,Maestro,AUD,"413 Bridge Terrace, Collingwood VIC 3066",,3066
2025-07-29,Jack,Nelson,jacknelson840@optusnet.com.au,Accessories,38.64,Beanie,2734-1200-4042-8186,American Express,AUD,"472 Albert Drive, Sunshine VIC 3020",,3020
2025-07-29,Emma,Rodriguez,emma.rodriguez928@bigpond.com,Underwear & Socks,10.0,Boxer Briefs 3-Pack,2971-5038-4388-8663,Mastercard,AUD,"279 William Crescent, Moonah TAS 7009",,7009
2025-07-29,Aria,Jackson,aria.jackson387@gmail.com,Jackets & Coats,119.32,Trench Coat,3625-7414-5708-1713,Visa,AUD,"55 South Close, Paddington QLD 4064",,4064
2025-07-29,Liam,Davis,liam.davis926@bigpond.com,Shorts,58.61,Athletic Shorts,4848-8762-7227-6868,Mastercard,AUD,"369 East Way, Manunda QLD 4870",Unit 60,4870
2025-07-29,Connor,White,connor_white834@yahoo.com.au,Underwear & Socks,18.95,Boxer Briefs 3-Pack,8952-9722-0610-9832,American Express,AUD,"102 Sussex Lane, Preston VIC 3072",,3072
2025-07-29,Riley,Anderson,rileyanderson648@gmail.com,Shirts,91.09,Oxford Shirt,5065-2197-1783-4672,Visa,AUD,"420 Victoria Way, Geelong West VIC 3218",,3218
2025-07-29,Grace,Martinez,gracemartinez216@gmail.com,Pants,174.34,Skinny Jeans,8913-3215-9974-7435,Maestro,AUD,"291 High Avenue, Ascot Vale VIC 3032",,3032
2025-07-29,Aiden,Evans,aidenevans83@bigpond.com,Underwear & Socks,18.98,Boxer Briefs 3-Pack,1964-6134-2324-0419,American Express,AUD,"169 King Boulevard, Glen Waverley VIC 3150",Level 34,3150
2025-07-29,Lily,Allen,lilyallen239@icloud.com,Jackets & Coats,251.96,Fleece Jacket,3930-8291-7632-9021,Maestro,AUD,"97 Mary Place, Newtown VIC 3220",,3220
2025-07-29,Aaron,Anderson,aaronanderson382@gmail.com,Accessories,23.2,Beanie,4081-3088-6386-9583,Maestro,AUD,"39 High Parade, Corrimal NSW 2518",,2518
2025-07-29,Sebastian,Scott,sebastian.scott428@optusnet.com.au,Accessories,50.11,Beanie,8613-7418-2951-1560,Mastercard,AUD,"233 Station Street, South Brisbane QLD 4101",Apt 34,4101
2025-07-29,Cameron,Moore,cameron.moore196@gmail.com,Shirts,168.11,Linen Shirt,4437-0489-9377-0188,Maestro,AUD,"327 Sussex Way, Surfers Paradise QLD 4217",,4217
2025-07-29,Oliver,Phillips,oliver.phillips741@hotmail.com,Accessories,64.58,Cap,8854-8613-3133-5891,American Express,AUD,"349 High Terrace, Randwick NSW 2031",,2031
2025-07-29,Noah,Lee,noah_lee981@outlook.com,Shorts,86.51,Athletic Shorts,7528-7064-8464-7198,American Express,AUD,"227 Main Place, Kangaroo Point QLD 4169",,4169
2025-07-29,Amelia,Adams,ameliaadams902@bigpond.com,Pants,120.35,Straight Jeans,1621-7095-0192-0402,Maestro,AUD,"485 Bridge Crescent, Dandenong VIC 3175",,3175
2025-07-29,Lucas,Thompson,lucas.thompson897@yahoo.com.au,Underwear & Socks,32.7,Boxer Briefs 3-Pack,2711-5994-9329-2950,eftpos,AUD,"355 Garden Close, Eaglehawk VIC 3556",Unit 37,3556
2025-07-29,Zoe,Miller,zoe.miller764@yahoo.com.au,Dresses,86.89,Floral Midi Dress,6443-8905-2960-5604,Maestro,AUD,"454 Mary Grove, Clayton VIC 3168",,3168
2025-07-29,Connor,Green,connor_green42@icloud.com,Hoodies & Sweatshirts,48.66,Graphic Hoodie,5483-5059-1246-2668,Maestro,AUD,"314 North Place, Launceston TAS 7250",,7250
2025-07-29,Jayden,Martinez,jayden_martinez512@yahoo.com.au,Skirts,195.47,Pleated Skirt,0668-5839-4386-5987,eftpos,AUD,"96 Pitt Close, Braddon ACT 2612",Level 55,2612
